miembro_cedula,fecha_pago,monto
V-10000322,2025-11-02,30.0
V-10000323,2026-02-08,30.0
V-10000323,2026-01-09,30.0
V-10000324,2025-12-17,30.0
V-10000324,2025-11-17,30.0
V-10000324,2025-10-18,30.0
V-10000324,2025-09-18,30.0
V-10000325,2026-02-05,30.0
V-10000325,2026-01-06,30.0
V-10000325,2025-12-07,30.0
V-10000326,2026-02-22,30.0
V-10000326,2026-01-23,30.0
V-10000327,2025-09-15,30.0
V-10000328,2026-01-28,30.0
V-10000329,2025-12-13,30.0
V-10000329,2025-11-13,30.0
V-10000329,2025-10-14,30.0
V-10000330,2026-02-06,30.0
V-10000330,2026-01-07,30.0
V-10000331,2025-12-11,30.0
V-10000331,2025-11-11,30.0
V-10000332,2025-12-04,30.0
V-10000332,2025-11-04,30.0
V-10000332,2025-10-05,30.0
V-10000332,2025-09-05,30.0
V-10000333,2025-10-13,30.0
V-10000333,2025-09-13,30.0
V-10000334,2026-02-06,30.0
V-10000334,2026-01-07,30.0
V-10000334,2025-12-08,30.0
V-10000334,2025-11-08,30.0
V-10000335,2026-02-07,30.0
V-10000335,2026-01-08,30.0
V-10000335,2025-12-09,30.0
V-10000335,2025-11-09,30.0
V-10000336,2025-12-29,30.0
V-10000336,2025-11-29,30.0
V-10000336,2025-10-30,30.0
V-10000337,2025-12-09,30.0
V-10000338,2026-01-13,30.0
V-10000338,2025-12-14,30.0
V-10000338,2025-11-14,30.0
V-10000339,2025-12-25,30.0
V-10000339,2025-11-25,30.0
V-10000340,2026-01-19,30.0
V-10000340,2025-12-20,30.0
V-10000340,2025-11-20,30.0
V-10000340,2025-10-21,30.0
V-10000341,2025-12-21,30.0
V-10000341,2025-11-21,30.0
V-10000341,2025-10-22,30.0
V-10000341,2025-09-22,30.0
V-10000342,2026-01-08,30.0
V-10000342,2025-12-09,30.0
V-10000342,2025-11-09,30.0
V-10000343,2025-09-21,30.0
V-10000343,2025-08-22,30.0
V-10000343,2025-07-23,30.0
V-10000343,2025-06-23,30.0
V-10000344,2025-12-14,30.0
V-10000344,2025-11-14,30.0
V-10000345,2025-12-24,30.0
V-10000345,2025-11-24,30.0
V-10000345,2025-10-25,30.0
V-10000345,2025-09-25,30.0
V-10000346,2025-09-22,30.0
V-10000346,2025-08-23,30.0
V-10000346,2025-07-24,30.0
V-10000346,2025-06-24,30.0
V-10000347,2025-11-21,30.0
V-10000348,2025-11-11,30.0
V-10000349,2025-09-10,30.0
V-10000349,2025-08-11,30.0
V-10000349,2025-07-12,30.0
V-10000349,2025-06-12,30.0
V-10000350,2026-02-23,30.0
V-10000351,2025-12-31,30.0
V-10000351,2025-12-01,30.0
V-10000352,2025-12-19,30.0
V-10000352,2025-11-19,30.0
V-10000352,2025-10-20,30.0
V-10000353,2026-01-04,30.0
V-10000353,2025-12-05,30.0
V-10000353,2025-11-05,30.0
V-10000353,2025-10-06,30.0
V-10000354,2026-02-14,30.0
V-10000355,2026-02-17,30.0
V-10000356,2026-01-13,30.0
V-10000357,2025-12-14,30.0
V-10000357,2025-11-14,30.0
V-10000357,2025-10-15,30.0
V-10000357,2025-09-15,30.0
V-10000358,2025-12-14,30.0
V-10000359,2026-01-05,30.0
V-10000360,2026-01-06,30.0
V-10000360,2025-12-07,30.0
V-10000360,2025-11-07,30.0
V-10000361,2026-01-11,30.0
V-10000362,2025-12-08,30.0
V-10000362,2025-11-08,30.0
V-10000362,2025-10-09,30.0
V-10000362,2025-09-09,30.0
V-10000363,2026-01-10,30.0
V-10000363,2025-12-11,30.0
V-10000363,2025-11-11,30.0
V-10000363,2025-10-12,30.0
V-10000364,2026-01-18,30.0
V-10000364,2025-12-19,30.0
V-10000365,2025-12-05,30.0
V-10000365,2025-11-05,30.0
V-10000366,2025-10-22,30.0
V-10000366,2025-09-22,30.0
V-10000366,2025-08-23,30.0
V-10000366,2025-07-24,30.0
V-10000367,2025-10-06,30.0
V-10000367,2025-09-06,30.0
V-10000367,2025-08-07,30.0
V-10000367,2025-07-08,30.0
V-10000368,2025-10-16,30.0
V-10000369,2025-10-09,30.0
V-10000369,2025-09-09,30.0
V-10000369,2025-08-10,30.0
V-10000369,2025-07-11,30.0
V-10000370,2026-01-07,30.0
V-10000370,2025-12-08,30.0
V-10000371,2026-02-16,30.0
V-10000371,2026-01-17,30.0
V-10000372,2026-02-15,30.0
V-10000372,2026-01-16,30.0
V-10000372,2025-12-17,30.0
V-10000373,2025-12-28,30.0
V-10000374,2025-12-07,30.0
V-10000374,2025-11-07,30.0
V-10000374,2025-10-08,30.0
V-10000374,2025-09-08,30.0
V-10000375,2025-12-03,30.0
V-10000375,2025-11-03,30.0
V-10000376,2026-01-05,30.0
V-10000376,2025-12-06,30.0
V-10000376,2025-11-06,30.0
V-10000377,2026-01-05,30.0
V-10000377,2025-12-06,30.0
V-10000377,2025-11-06,30.0
V-10000378,2026-02-01,30.0
V-10000379,2026-02-16,30.0
V-10000379,2026-01-17,30.0
V-10000379,2025-12-18,30.0
V-10000379,2025-11-18,30.0
V-10000380,2026-02-05,30.0
V-10000380,2026-01-06,30.0
V-10000380,2025-12-07,30.0
V-10000380,2025-11-07,30.0
V-10000381,2026-01-04,30.0
V-10000381,2025-12-05,30.0
V-10000381,2025-11-05,30.0
V-10000381,2025-10-06,30.0
V-10000382,2026-02-14,30.0
V-10000383,2025-09-09,30.0
V-10000383,2025-08-10,30.0
V-10000383,2025-07-11,30.0
V-10000383,2025-06-11,30.0
V-10000384,2025-11-02,30.0
V-10000384,2025-10-03,30.0
V-10000385,2025-12-11,30.0
V-10000385,2025-11-11,30.0
V-10000386,2026-02-14,30.0
V-10000387,2026-01-29,30.0
V-10000387,2025-12-30,30.0
V-10000387,2025-11-30,30.0
V-10000387,2025-10-31,30.0
V-10000388,2025-12-29,30.0
V-10000388,2025-11-29,30.0
V-10000388,2025-10-30,30.0
V-10000389,2025-10-18,30.0
V-10000390,2025-12-15,30.0
V-10000390,2025-11-15,30.0
V-10000390,2025-10-16,30.0
V-10000390,2025-09-16,30.0
V-10000391,2025-12-02,30.0
V-10000391,2025-11-02,30.0
V-10000391,2025-10-03,30.0
V-10000391,2025-09-03,30.0
V-10000392,2026-01-06,30.0
V-10000393,2025-12-18,30.0
V-10000393,2025-11-18,30.0
V-10000394,2025-09-06,30.0
V-10000394,2025-08-07,30.0
V-10000394,2025-07-08,30.0
V-10000394,2025-06-08,30.0
V-10000395,2026-02-10,30.0
V-10000395,2026-01-11,30.0
V-10000395,2025-12-12,30.0
V-10000396,2025-12-11,30.0
V-10000397,2026-02-01,30.0
V-10000397,2026-01-02,30.0
V-10000397,2025-12-03,30.0
V-10000398,2025-12-13,30.0
V-10000398,2025-11-13,30.0
V-10000398,2025-10-14,30.0
V-10000398,2025-09-14,30.0
V-10000399,2025-12-04,30.0
V-10000399,2025-11-04,30.0
V-10000400,2025-10-21,30.0
V-10000400,2025-09-21,30.0
V-10000400,2025-08-22,30.0
V-10000400,2025-07-23,30.0
V-10000401,2026-01-31,30.0
V-10000401,2026-01-01,30.0
V-10000401,2025-12-02,30.0
V-10000401,2025-11-02,30.0
V-10000402,2026-01-02,30.0
V-10000402,2025-12-03,30.0
V-10000402,2025-11-03,30.0
V-10000402,2025-10-04,30.0
V-10000403,2025-11-02,30.0
V-10000403,2025-10-03,30.0
V-10000403,2025-09-03,30.0
V-10000404,2025-12-28,30.0
V-10000404,2025-11-28,30.0
V-10000404,2025-10-29,30.0
V-10000404,2025-09-29,30.0
V-10000405,2025-09-22,30.0
V-10000405,2025-08-23,30.0
V-10000405,2025-07-24,30.0
V-10000406,2026-01-01,30.0
V-10000407,2026-02-13,30.0
V-10000407,2026-01-14,30.0
V-10000407,2025-12-15,30.0
V-10000407,2025-11-15,30.0
V-10000408,2025-12-08,30.0
V-10000408,2025-11-08,30.0
V-10000408,2025-10-09,30.0
V-10000408,2025-09-09,30.0
V-10000409,2026-02-17,30.0
V-10000409,2026-01-18,30.0
V-10000409,2025-12-19,30.0
V-10000410,2026-01-18,30.0
V-10000410,2025-12-19,30.0
V-10000410,2025-11-19,30.0
V-10000411,2026-01-03,30.0
V-10000412,2025-10-20,30.0
V-10000412,2025-09-20,30.0
V-10000413,2025-12-06,30.0
V-10000413,2025-11-06,30.0
V-10000413,2025-10-07,30.0
V-10000413,2025-09-07,30.0
V-10000414,2026-01-20,30.0
V-10000414,2025-12-21,30.0
V-10000414,2025-11-21,30.0
V-10000415,2025-11-19,30.0
V-10000415,2025-10-20,30.0
V-10000415,2025-09-20,30.0
V-10000415,2025-08-21,30.0
V-10000416,2026-01-28,30.0
V-10000416,2025-12-29,30.0
V-10000416,2025-11-29,30.0
V-10000416,2025-10-30,30.0
V-10000417,2026-02-08,30.0
V-10000417,2026-01-09,30.0
V-10000417,2025-12-10,30.0
V-10000417,2025-11-10,30.0
V-10000418,2025-12-28,30.0
V-10000419,2025-10-07,30.0
V-10000419,2025-09-07,30.0
V-10000420,2025-10-15,30.0
V-10000420,2025-09-15,30.0
V-10000420,2025-08-16,30.0
V-10000421,2026-01-16,30.0
V-10000421,2025-12-17,30.0
V-10000422,2026-02-15,30.0
V-10000422,2026-01-16,30.0
V-10000423,2025-10-18,30.0
V-10000424,2026-02-13,30.0
V-10000425,2025-11-13,30.0
V-10000425,2025-10-14,30.0
V-10000426,2025-12-30,30.0
V-10000426,2025-11-30,30.0
V-10000426,2025-10-31,30.0
V-10000427,2026-01-28,30.0
V-10000428,2026-01-11,30.0
V-10000428,2025-12-12,30.0
V-10000428,2025-11-12,30.0
V-10000428,2025-10-13,30.0
V-10000429,2026-01-24,30.0
V-10000429,2025-12-25,30.0
V-10000429,2025-11-25,30.0
V-10000430,2026-01-31,30.0
V-10000430,2026-01-01,30.0
V-10000430,2025-12-02,30.0
V-10000430,2025-11-02,30.0
V-10000431,2026-01-25,30.0
V-10000431,2025-12-26,30.0
V-10000431,2025-11-26,30.0
V-10000431,2025-10-27,30.0
V-10000432,2026-02-08,30.0
V-10000432,2026-01-09,30.0
V-10000432,2025-12-10,30.0
V-10000432,2025-11-10,30.0
V-10000433,2025-12-26,30.0
V-10000434,2026-02-19,30.0
V-10000435,2026-01-01,30.0
V-10000435,2025-12-02,30.0
V-10000435,2025-11-02,30.0
V-10000435,2025-10-03,30.0
V-10000436,2025-11-20,30.0
V-10000436,2025-10-21,30.0
V-10000437,2025-12-03,30.0
V-10000438,2025-12-31,30.0
V-10000439,2025-12-02,30.0
V-10000439,2025-11-02,30.0
V-10000440,2026-01-11,30.0
V-10000440,2025-12-12,30.0
V-10000440,2025-11-12,30.0
V-10000441,2026-02-09,30.0
V-10000442,2025-09-18,30.0
V-10000443,2025-12-14,30.0
V-10000443,2025-11-14,30.0
V-10000444,2026-02-10,30.0
V-10000444,2026-01-11,30.0
V-10000445,2025-12-26,30.0
V-10000445,2025-11-26,30.0
V-10000445,2025-10-27,30.0
V-10000446,2025-12-03,30.0
V-10000446,2025-11-03,30.0
V-10000446,2025-10-04,30.0
V-10000446,2025-09-04,30.0
V-10000447,2026-01-15,30.0
V-10000447,2025-12-16,30.0
V-10000447,2025-11-16,30.0
V-10000448,2026-02-18,30.0
V-10000448,2026-01-19,30.0
V-10000449,2025-10-02,30.0
V-10000449,2025-09-02,30.0
V-10000449,2025-08-03,30.0
V-10000450,2026-01-08,30.0
V-10000450,2025-12-09,30.0
V-10000451,2026-01-08,30.0
V-10000451,2025-12-09,30.0
V-10000451,2025-11-09,30.0
V-10000451,2025-10-10,30.0
V-10000452,2025-10-09,30.0
V-10000453,2026-02-24,30.0
V-10000453,2026-01-25,30.0
V-10000453,2025-12-26,30.0
V-10000453,2025-11-26,30.0
V-10000454,2026-01-02,30.0
V-10000454,2025-12-03,30.0
V-10000454,2025-11-03,30.0
V-10000454,2025-10-04,30.0
V-10000455,2025-11-01,30.0
V-10000455,2025-10-02,30.0
V-10000455,2025-09-02,30.0
V-10000455,2025-08-03,30.0
V-10000456,2025-11-13,30.0
V-10000456,2025-10-14,30.0
V-10000456,2025-09-14,30.0
V-10000456,2025-08-15,30.0
V-10000457,2026-02-08,30.0
V-10000457,2026-01-09,30.0
V-10000458,2026-01-14,30.0
V-10000458,2025-12-15,30.0
V-10000458,2025-11-15,30.0
V-10000459,2026-02-07,30.0
V-10000460,2026-01-03,30.0
V-10000461,2026-01-22,30.0
V-10000462,2025-10-20,30.0
V-10000462,2025-09-20,30.0
V-10000463,2026-01-17,30.0
V-10000463,2025-12-18,30.0
V-10000463,2025-11-18,30.0
V-10000464,2025-12-16,30.0
V-10000464,2025-11-16,30.0
V-10000465,2025-11-23,30.0
V-10000465,2025-10-24,30.0
V-10000466,2025-12-04,30.0
V-10000467,2025-11-22,30.0
V-10000467,2025-10-23,30.0
V-10000468,2025-10-02,30.0
V-10000469,2026-01-07,30.0
V-10000469,2025-12-08,30.0
V-10000469,2025-11-08,30.0
V-10000469,2025-10-09,30.0
V-10000470,2025-12-29,30.0
V-10000470,2025-11-29,30.0
V-10000471,2025-12-16,30.0
V-10000471,2025-11-16,30.0
V-10000471,2025-10-17,30.0
V-10000471,2025-09-17,30.0
V-10000472,2025-11-05,30.0
V-10000472,2025-10-06,30.0
V-10000473,2025-12-24,30.0
V-10000473,2025-11-24,30.0
V-10000473,2025-10-25,30.0
V-10000474,2026-02-21,30.0
V-10000474,2026-01-22,30.0
V-10000474,2025-12-23,30.0
V-10000475,2025-10-01,30.0
V-10000475,2025-09-01,30.0
V-10000475,2025-08-02,30.0
V-10000476,2026-01-25,30.0
V-10000476,2025-12-26,30.0
V-10000476,2025-11-26,30.0
V-10000477,2026-01-06,30.0
V-10000477,2025-12-07,30.0
V-10000477,2025-11-07,30.0
V-10000478,2026-01-10,30.0
V-10000479,2025-12-23,30.0
V-10000479,2025-11-23,30.0
V-10000479,2025-10-24,30.0
V-10000480,2025-09-14,30.0
V-10000480,2025-08-15,30.0
V-10000481,2025-12-08,30.0
V-10000481,2025-11-08,30.0
V-10000482,2025-11-12,30.0
V-10000482,2025-10-13,30.0
V-10000483,2025-12-02,30.0
V-10000483,2025-11-02,30.0
V-10000483,2025-10-03,30.0
V-10000483,2025-09-03,30.0
V-10000484,2026-02-04,30.0
V-10000484,2026-01-05,30.0
V-10000484,2025-12-06,30.0
V-10000484,2025-11-06,30.0
V-10000485,2025-12-08,30.0
V-10000485,2025-11-08,30.0
V-10000485,2025-10-09,30.0
V-10000486,2026-01-18,30.0
V-10000486,2025-12-19,30.0
V-10000487,2025-09-14,30.0
V-10000487,2025-08-15,30.0
V-10000487,2025-07-16,30.0
V-10000488,2025-11-21,30.0
V-10000488,2025-10-22,30.0
V-10000489,2025-12-05,30.0
V-10000489,2025-11-05,30.0
V-10000489,2025-10-06,30.0
V-10000490,2026-02-16,30.0
V-10000490,2026-01-17,30.0
V-10000490,2025-12-18,30.0
V-10000491,2026-01-02,30.0
V-10000491,2025-12-03,30.0
V-10000492,2026-02-12,30.0
V-10000492,2026-01-13,30.0
V-10000492,2025-12-14,30.0
V-10000492,2025-11-14,30.0
V-10000493,2025-11-26,30.0
V-10000493,2025-10-27,30.0
V-10000493,2025-09-27,30.0
V-10000494,2025-11-09,30.0
V-10000494,2025-10-10,30.0
V-10000494,2025-09-10,30.0
V-10000494,2025-08-11,30.0
V-10000495,2025-12-08,30.0
V-10000495,2025-11-08,30.0
V-10000495,2025-10-09,30.0
V-10000495,2025-09-09,30.0
V-10000496,2026-02-04,30.0
V-10000497,2025-12-16,30.0
V-10000497,2025-11-16,30.0
V-10000497,2025-10-17,30.0
V-10000498,2025-09-18,30.0
V-10000498,2025-08-19,30.0
V-10000498,2025-07-20,30.0
V-10000498,2025-06-20,30.0
V-10000499,2026-01-18,30.0
V-10000499,2025-12-19,30.0
V-10000499,2025-11-19,30.0
V-10000499,2025-10-20,30.0
V-10000500,2026-01-18,30.0
V-10000501,2025-12-02,30.0
V-10000501,2025-11-02,30.0
V-10000501,2025-10-03,30.0
V-10000502,2026-01-07,30.0
V-10000502,2025-12-08,30.0
V-10000502,2025-11-08,30.0
V-10000503,2026-01-22,30.0
V-10000503,2025-12-23,30.0
V-10000504,2026-02-12,30.0
V-10000505,2026-02-17,30.0
V-10000505,2026-01-18,30.0
V-10000505,2025-12-19,30.0
V-10000505,2025-11-19,30.0
V-10000506,2025-12-26,30.0
V-10000506,2025-11-26,30.0
V-10000506,2025-10-27,30.0
V-10000507,2025-12-20,30.0
V-10000507,2025-11-20,30.0
V-10000508,2026-01-31,30.0
V-10000508,2026-01-01,30.0
V-10000509,2025-12-06,30.0
V-10000509,2025-11-06,30.0
V-10000510,2025-09-20,30.0
V-10000510,2025-08-21,30.0
V-10000510,2025-07-22,30.0
V-10000510,2025-06-22,30.0
V-10000511,2026-02-23,30.0
V-10000511,2026-01-24,30.0
V-10000511,2025-12-25,30.0
V-10000511,2025-11-25,30.0
V-10000512,2025-12-12,30.0
V-10000513,2026-01-11,30.0
V-10000513,2025-12-12,30.0
V-10000513,2025-11-12,30.0
V-10000513,2025-10-13,30.0
V-10000514,2026-02-20,30.0
V-10000514,2026-01-21,30.0
V-10000515,2026-01-04,30.0
V-10000516,2026-01-21,30.0
V-10000516,2025-12-22,30.0
V-10000516,2025-11-22,30.0
V-10000517,2025-12-24,30.0
V-10000518,2026-01-14,30.0
V-10000518,2025-12-15,30.0
V-10000518,2025-11-15,30.0
V-10000519,2026-01-03,30.0
V-10000519,2025-12-04,30.0
V-10000519,2025-11-04,30.0
V-10000519,2025-10-05,30.0
V-10000520,2026-02-16,30.0
V-10000520,2026-01-17,30.0
V-10000520,2025-12-18,30.0
V-10000521,2026-02-21,30.0
V-10000521,2026-01-22,30.0
V-10000522,2025-11-24,30.0
V-10000522,2025-10-25,30.0
V-10000522,2025-09-25,30.0
V-10000523,2025-12-05,30.0
V-10000524,2026-02-02,30.0
V-10000524,2026-01-03,30.0
V-10000524,2025-12-04,30.0
V-10000524,2025-11-04,30.0
V-10000525,2026-01-22,30.0
V-10000526,2025-12-13,30.0
V-10000526,2025-11-13,30.0
V-10000527,2025-12-21,30.0
V-10000528,2026-02-23,30.0
V-10000528,2026-01-24,30.0
V-10000529,2026-01-07,30.0
V-10000529,2025-12-08,30.0
V-10000529,2025-11-08,30.0
V-10000530,2025-12-20,30.0
V-10000530,2025-11-20,30.0
V-10000530,2025-10-21,30.0
V-10000530,2025-09-21,30.0
V-10000531,2026-01-08,30.0
V-10000531,2025-12-09,30.0
V-10000531,2025-11-09,30.0
V-10000532,2026-01-20,30.0
V-10000532,2025-12-21,30.0
V-10000532,2025-11-21,30.0
V-10000533,2025-10-31,30.0
V-10000534,2025-12-03,30.0
V-10000534,2025-11-03,30.0
V-10000534,2025-10-04,30.0
V-10000534,2025-09-04,30.0
V-10000535,2026-02-20,30.0
V-10000535,2026-01-21,30.0
V-10000536,2026-02-03,30.0
V-10000536,2026-01-04,30.0
V-10000537,2025-12-15,30.0
V-10000537,2025-11-15,30.0
V-10000538,2026-01-16,30.0
V-10000538,2025-12-17,30.0
V-10000538,2025-11-17,30.0
V-10000538,2025-10-18,30.0
V-10000539,2026-02-09,30.0
V-10000539,2026-01-10,30.0
V-10000539,2025-12-11,30.0
V-10000539,2025-11-11,30.0
V-10000540,2025-12-22,30.0
V-10000541,2025-11-11,30.0
V-10000541,2025-10-12,30.0
V-10000542,2025-12-28,30.0
V-10000542,2025-11-28,30.0
V-10000543,2026-02-02,30.0
V-10000543,2026-01-03,30.0
V-10000543,2025-12-04,30.0
V-10000544,2026-02-03,30.0
V-10000544,2026-01-04,30.0
V-10000545,2026-01-01,30.0
V-10000545,2025-12-02,30.0
V-10000545,2025-11-02,30.0
V-10000545,2025-10-03,30.0
V-10000546,2025-11-05,30.0
V-10000546,2025-10-06,30.0
V-10000546,2025-09-06,30.0
V-10000547,2025-12-06,30.0
V-10000547,2025-11-06,30.0
V-10000548,2025-09-27,30.0
V-10000548,2025-08-28,30.0
V-10000548,2025-07-29,30.0
V-10000549,2025-12-28,30.0
V-10000549,2025-11-28,30.0
V-10000549,2025-10-29,30.0
V-10000550,2026-01-31,30.0
V-10000550,2026-01-01,30.0
